序號,答案
20240722150006,130.83
20240722151006,124.44
20240722152006,117.9
20240722153006,111.19
20240722154006,104.29
20240722155006,97.17
20240722160006,89.81
20240722161006,82.17
20240722162006,74.21
20240722163006,65.88
20240722164006,57.14
20240722165006,47.91
20240526090007,222.83
20240526091007,170.95
20240526092007,226.2
20240526093007,224.94
20240526094007,248.83
20240526095007,256.06
20240526100007,254.03
20240526101007,251.38
20240526102007,250.81
20240526103007,251.52
20240526104007,252.01
20240526105007,252.88
20240526110007,253.45
20240526111007,247.89
20240526112007,243.23
20240526113007,239.15
20240526114007,235.33
20240526115007,231.53
20240526120007,227.59
20240526121007,223.43
20240526122007,219.04
20240526123007,214.39
20240526124007,209.54
20240526125007,204.5
20240526130007,199.32
20240526131007,194.05
20240526132007,188.71
20240526133007,183.31
20240526134007,177.85
20240526135007,172.3
20240526140007,166.68
20240526141007,160.96
20240526142007,155.15
20240526143007,149.24
20240526144007,143.22
20240526145007,137.09
20240526150007,130.83
20240526151007,124.44
20240526152007,117.9
20240526153007,111.19
20240526154007,104.29
20240526155007,97.17
20240526160007,89.81
20240526161007,82.17
20240526162007,74.21
20240526163007,65.88
20240526164007,57.14
20240526165007,47.91
20240612090007,953.49
20240612091007,181.33
20240612092007,380.5
20240612093007,323.08
20240612094007,331.55
20240612095007,311.62
20240612100007,286.57
20240612101007,268.69
20240612102007,259.52
20240612103007,255.89
20240612104007,254.81
20240612105007,254.77
20240612110007,253.45
20240612111007,247.89
20240612112007,243.23
20240612113007,239.15
20240612114007,235.33
20240612115007,231.53
20240612120007,227.59
20240612121007,223.43
20240612122007,219.04
20240612123007,214.39
20240612124007,209.54
20240612125007,204.5
20240612130007,199.32
20240612131007,194.05
20240612132007,188.71
20240612133007,183.31
20240612134007,177.85
20240612135007,172.3
20240612140007,166.68
20240612141007,160.96
20240612142007,155.15
20240612143007,149.24
20240612144007,143.22
20240612145007,137.09
20240612150007,130.83
20240612151007,124.44
20240612152007,117.9
20240612153007,111.19
20240612154007,104.29
20240612155007,97.17
20240612160007,89.81
20240612161007,82.17
20240612162007,74.21
20240612163007,65.88
20240612164007,57.14
20240612165007,47.91
20240615090007,975.94
20240615091007,162.75
20240615092007,411.5
20240615093007,340.04
20240615094007,349.91
20240615095007,318.28
20240615100007,286.15
20240615101007,264.49
20240615102007,254.75
20240615103007,252.44
20240615104007,253.19
20240615105007,254.57
20240615110007,253.45
20240615111007,247.89
20240615112007,243.23
20240615113007,239.15
20240615114007,235.33
20240615115007,231.53
20240615120007,227.59
20240615121007,223.43
20240615122007,219.04
20240615123007,214.39
20240615124007,209.54
20240615125007,204.5
20240615130007,199.32
20240615131007,194.05
20240615132007,188.71
20240615133007,183.31
20240615134007,177.85
20240615135007,172.3
20240615140007,166.68
20240615141007,160.96
20240615142007,155.15
20240615143007,149.24
20240615144007,143.22
20240615145007,137.09
20240615150007,130.83
20240615151007,124.44
20240615152007,117.9
20240615153007,111.19
20240615154007,104.29
20240615155007,97.17
20240615160007,89.81
20240615161007,82.17
20240615162007,74.21
20240615163007,65.88
20240615164007,57.14
20240615165007,47.91
20240717090007,1003.82
20240717091007,110.93
20240717092007,417.07
20240717093007,326.25
20240717094007,329.36
20240717095007,299.25
20240717100007,272.6
20240717101007,256.41
20240717102007,250.28
20240717103007,250.24
20240717104007,252.19
20240717105007,254.09
20240717110007,253.45
20240717111007,247.89
20240717112007,243.23
20240717113007,239.15
20240717114007,235.33
20240717115007,231.53
20240717120007,227.59
20240717121007,223.43
20240717122007,219.04
20240717123007,214.39
20240717124007,209.54
20240717125007,204.5
20240717130007,199.32
20240717131007,194.05
20240717132007,188.71
20240717133007,183.31
20240717134007,177.85
20240717135007,172.3
20240717140007,166.68
20240717141007,160.96
20240717142007,155.15
20240717143007,149.24
20240717144007,143.22
20240717145007,137.09
20240717150007,130.83
20240717151007,124.44
20240717152007,117.9
20240717153007,111.19
20240717154007,104.29
20240717155007,97.17
20240717160007,89.81
20240717161007,82.17
20240717162007,74.21
20240717163007,65.88
20240717164007,57.14
20240717165007,47.91
20240124090008,0
20240124091008,295.6
20240124092008,318.08
20240124093008,254.77
20240124094008,216.72
20240124095008,210.94
20240124100008,215.6
20240124101008,223.38
20240124102008,231.56
20240124103008,239.28
20240124104008,245.73
20240124105008,250.45
20240124110008,253.45
20240124111008,247.89
20240124112008,243.23
20240124113008,239.15
20240124114008,235.33
20240124115008,231.53
20240124120008,227.59
20240124121008,223.43
20240124122008,219.04
20240124123008,214.39
20240124124008,209.54
20240124125008,204.5
20240124130008,199.32
20240124131008,194.05
20240124132008,188.71
20240124133008,183.31
20240124134008,177.85
20240124135008,172.3
20240124140008,166.68
20240124141008,160.96
20240124142008,155.15
20240124143008,149.24
20240124144008,143.22
20240124145008,137.09
20240124150008,130.83
20240124151008,124.44
20240124152008,117.9
20240124153008,111.19
20240124154008,104.29
20240124155008,97.17
20240124160008,89.81
20240124161008,82.17
20240124162008,74.21
20240124163008,65.88
20240124164008,57.14
20240124165008,47.91
20240128090008,0
20240128091008,339.87
20240128092008,315.74
20240128093008,251.22
20240128094008,218.41
20240128095008,214.54
20240128100008,220.27
20240128101008,228.24
20240128102008,235.91
20240128103008,242.53
20240128104008,247.57
20240128105008,251.38
20240128110008,253.45
20240128111008,247.89
20240128112008,243.23
20240128113008,239.15
20240128114008,235.33
20240128115008,231.53
20240128120008,227.59
20240128121008,223.43
20240128122008,219.04
20240128123008,214.39
20240128124008,209.54
20240128125008,204.5
20240128130008,199.32
20240128131008,194.05
20240128132008,188.71
20240128133008,183.31
20240128134008,177.85
20240128135008,172.3
20240128140008,166.68
20240128141008,160.96
20240128142008,155.15
20240128143008,149.24
20240128144008,143.22
20240128145008,137.09
20240128150008,130.83
20240128151008,124.44
20240128152008,117.9
20240128153008,111.19
20240128154008,104.29
20240128155008,97.17
20240128160008,89.81
20240128161008,82.17
20240128162008,74.21
20240128163008,65.88
20240128164008,57.14
20240128165008,47.91
20240204090008,57.2
20240204091008,166.23
20240204092008,200.07
20240204093008,242.46
20240204094008,273.79
20240204095008,280.94
20240204100008,278.97
20240204101008,277.46
20240204102008,274.44
20240204103008,271.35
20240204104008,266.77
20240204105008,261.83
20240204110008,253.45
20240204111008,247.89
20240204112008,243.23
20240204113008,239.15
20240204114008,235.33
20240204115008,231.53
20240204120008,227.59
20240204121008,223.43
20240204122008,219.04
20240204123008,214.39
20240204124008,209.54
20240204125008,204.5
20240204130008,199.32
20240204131008,194.05
20240204132008,188.71
20240204133008,183.31
20240204134008,177.85
20240204135008,172.3
20240204140008,166.68
20240204141008,160.96
20240204142008,155.15
20240204143008,149.24
20240204144008,143.22
20240204145008,137.09
20240204150008,130.83
20240204151008,124.44
20240204152008,117.9
20240204153008,111.19
20240204154008,104.29
20240204155008,97.17
20240204160008,89.81
20240204161008,82.17
20240204162008,74.21
20240204163008,65.88
20240204164008,57.14
20240204165008,47.91
20240218090008,61.81
20240218091008,170.25
20240218092008,242.46
20240218093008,255.34
20240218094008,274.35
20240218095008,277.93
20240218100008,274.33
20240218101008,268.03
20240218102008,261.83
20240218103008,261.93
20240218104008,258.24
20240218105008,257.09
20240218110008,253.45
20240218111008,247.89
20240218112008,243.23
20240218113008,239.15
20240218114008,235.33
20240218115008,231.53
20240218120008,227.59
20240218121008,223.43
20240218122008,219.04
20240218123008,214.39
20240218124008,209.54
20240218125008,204.5
20240218130008,199.32
20240218131008,194.05
20240218132008,188.71
20240218133008,183.31
20240218134008,177.85
20240218135008,172.3
20240218140008,166.68
20240218141008,160.96
20240218142008,155.15
20240218143008,149.24
20240218144008,143.22
20240218145008,137.09
20240218150008,130.83
20240218151008,124.44
20240218152008,117.9
20240218153008,111.19
20240218154008,104.29
20240218155008,97.17
20240218160008,89.81
20240218161008,82.17
20240218162008,74.21
20240218163008,65.88
20240218164008,57.14
20240218165008,47.91
20240305090008,13.87
20240305091008,2.13
20240305092008,94.57
20240305093008,187.74
20240305094008,280.29
20240305095008,318.23
20240305100008,319.49
20240305101008,309.26
20240305102008,298.46
20240305103008,288.51
20240305104008,276.74
20240305105008,267.04
20240305110008,253.45
20240305111008,247.89
20240305112008,243.23
20240305113008,239.15
20240305114008,235.33
20240305115008,231.53
20240305120008,227.59
20240305121008,223.43
20240305122008,219.04
20240305123008,214.39
20240305124008,209.54
20240305125008,204.5
20240305130008,199.32
20240305131008,194.05
20240305132008,188.71
20240305133008,183.31
20240305134008,177.85
20240305135008,172.3
20240305140008,166.68
20240305141008,160.96
20240305142008,155.15
20240305143008,149.24
20240305144008,143.22
20240305145008,137.09
20240305150008,130.83
20240305151008,124.44
20240305152008,117.9
20240305153008,111.19
20240305154008,104.29
20240305155008,97.17
20240305160008,89.81
20240305161008,82.17
20240305162008,74.21
20240305163008,65.88
20240305164008,57.14
20240305165008,47.91
20240325090008,37.09
20240325091008,305.56
20240325092008,294.76
20240325093008,276.83
20240325094008,277.16
20240325095008,271.33
20240325100008,259.89
20240325101008,254.0
20240325102008,251.4
20240325103008,250.2
20240325104008,251.96
20240325105008,253.25
20240325110008,253.45
20240325111008,247.89
20240325112008,243.23
20240325113008,239.15
20240325114008,235.33
20240325115008,231.53
20240325120008,227.59
20240325121008,223.43
20240325122008,219.04
20240325123008,214.39
20240325124008,209.54
20240325125008,204.5
20240325130008,199.32
20240325131008,194.05
20240325132008,188.71
20240325133008,183.31
20240325134008,177.85
20240325135008,172.3
20240325140008,166.68
20240325141008,160.96
20240325142008,155.15
20240325143008,149.24
20240325144008,143.22
20240325145008,137.09
20240325150008,130.83
20240325151008,124.44
20240325152008,117.9
20240325153008,111.19
20240325154008,104.29
20240325155008,97.17
20240325160008,89.81
20240325161008,82.17
20240325162008,74.21
20240325163008,65.88
20240325164008,57.14
20240325165008,47.91
20240518090008,35.31
20240518091008,302.66
20240518092008,211.27
20240518093008,221.16
20240518094008,238.67
20240518095008,247.69
20240518100008,250.83
20240518101008,252.32
20240518102008,253.71
20240518103008,255.07
20240518104008,255.28
20240518105008,254.72
20240518110008,253.45
20240518111008,247.89
20240518112008,243.23
20240518113008,239.15
20240518114008,235.33
20240518115008,231.53
20240518120008,227.59
20240518121008,223.43
20240518122008,219.04
20240518123008,214.39
20240518124008,209.54
20240518125008,204.5
20240518130008,199.32
20240518131008,194.05
20240518132008,188.71
20240518133008,183.31
20240518134008,177.85
20240518135008,172.3
20240518140008,166.68
20240518141008,160.96
20240518142008,155.15
20240518143008,149.24
20240518144008,143.22
20240518145008,137.09
20240518150008,130.83
20240518151008,124.44
20240518152008,117.9
20240518153008,111.19
20240518154008,104.29
20240518155008,97.17
20240518160008,89.81
20240518161008,82.17
20240518162008,74.21
20240518163008,65.88
20240518164008,57.14
20240518165008,47.91
20240526090008,70.83
20240526091008,377.02
20240526092008,258.86
20240526093008,249.05
20240526094008,258.13
20240526095008,258.99
20240526100008,256.17
20240526101008,254.08
20240526102008,253.99
20240526103008,254.73
20240526104008,254.82
20240526105008,254.56
20240526110008,253.45
20240526111008,247.89
20240526112008,243.23
20240526113008,239.15
20240526114008,235.33
20240526115008,231.53
20240526120008,227.59
20240526121008,223.43
20240526122008,219.04
20240526123008,214.39
20240526124008,209.54
20240526125008,204.5
20240526130008,199.32
20240526131008,194.05
20240526132008,188.71
20240526133008,183.31
20240526134008,177.85
20240526135008,172.3
20240526140008,166.68
20240526141008,160.96
20240526142008,155.15
20240526143008,149.24
20240526144008,143.22
20240526145008,137.09
20240526150008,130.83
20240526151008,124.44
20240526152008,117.9
20240526153008,111.19
20240526154008,104.29
20240526155008,97.17
20240526160008,89.81
20240526161008,82.17
20240526162008,74.21
20240526163008,65.88
20240526164008,57.14
20240526165008,47.91
20240529090008,69.17
20240529091008,313.7
20240529092008,282.5
20240529093008,271.49
20240529094008,281.43
20240529095008,276.14
20240529100008,264.25
20240529101008,254.61
20240529102008,250.35
20240529103008,249.99
20240529104008,250.96
20240529105008,252.63
20240529110008,253.45
20240529111008,247.89
20240529112008,243.23
20240529113008,239.15
20240529114008,235.33
20240529115008,231.53
20240529120008,227.59
20240529121008,223.43
20240529122008,219.04
20240529123008,214.39
20240529124008,209.54
20240529125008,204.5
20240529130008,199.32
20240529131008,194.05
20240529132008,188.71
20240529133008,183.31
20240529134008,177.85
20240529135008,172.3
20240529140008,166.68
20240529141008,160.96
20240529142008,155.15
20240529143008,149.24
20240529144008,143.22
20240529145008,137.09
20240529150008,130.83
20240529151008,124.44
20240529152008,117.9
20240529153008,111.19
20240529154008,104.29
20240529155008,97.17
20240529160008,89.81
20240529161008,82.17
20240529162008,74.21
20240529163008,65.88
20240529164008,57.14
20240529165008,47.91
20240607090008,79.8
20240607091008,406.26
20240607092008,288.91
20240607093008,276.6
20240607094008,283.74
20240607095008,276.49
20240607100008,265.4
20240607101008,257.73
20240607102008,254.85
20240607103008,254.68
20240607104008,254.64
20240607105008,254.53
20240607110008,253.45
20240607111008,247.89
20240607112008,243.23
20240607113008,239.15
20240607114008,235.33
20240607115008,231.53
20240607120008,227.59
20240607121008,223.43
20240607122008,219.04
20240607123008,214.39
20240607124008,209.54
20240607125008,204.5
20240607130008,199.32
20240607131008,194.05
20240607132008,188.71
20240607133008,183.31
20240607134008,177.85
20240607135008,172.3
20240607140008,166.68
20240607141008,160.96
20240607142008,155.15
20240607143008,149.24
20240607144008,143.22
20240607145008,137.09
20240607150008,130.83
20240607151008,124.44
20240607152008,117.9
20240607153008,111.19
20240607154008,104.29
20240607155008,97.17
20240607160008,89.81
20240607161008,82.17
20240607162008,74.21
20240607163008,65.88
20240607164008,57.14
20240607165008,47.91
20240613090008,189.02
20240613091008,530.22
20240613092008,400.74
20240613093008,339.89
20240613094008,325.38
20240613095008,302.48
20240613100008,279.54
20240613101008,264.84
20240613102008,258.07
20240613103008,255.94
20240613104008,255.22
20240613105008,254.72
20240613110008,253.45
20240613111008,247.89
20240613112008,243.23
20240613113008,239.15
20240613114008,235.33
20240613115008,231.53
20240613120008,227.59
20240613121008,223.43
20240613122008,219.04
20240613123008,214.39
20240613124008,209.54
20240613125008,204.5
20240613130008,199.32
20240613131008,194.05
20240613132008,188.71
20240613133008,183.31
20240613134008,177.85
20240613135008,172.3
20240613140008,166.68
20240613141008,160.96
20240613142008,155.15
20240613143008,149.24
20240613144008,143.22
20240613145008,137.09
20240613150008,130.83
20240613151008,124.44
20240613152008,117.9
20240613153008,111.19
20240613154008,104.29
20240613155008,97.17
20240613160008,89.81
20240613161008,82.17
20240613162008,74.21
20240613163008,65.88
20240613164008,57.14
20240613165008,47.91
20240628090008,155.38
20240628091008,494.73
20240628092008,396.91
20240628093008,337.54
20240628094008,311.84
20240628095008,286.19
20240628100008,264.27
20240628101008,251.75
20240628102008,247.39
20240628103008,247.82
20240628104008,249.85
20240628105008,252.16
20240628110008,253.45
20240628111008,247.89
20240628112008,243.23
20240628113008,239.15
20240628114008,235.33
20240628115008,231.53
20240628120008,227.59
20240628121008,223.43
20240628122008,219.04
20240628123008,214.39
20240628124008,209.54
20240628125008,204.5
20240628130008,199.32
20240628131008,194.05
20240628132008,188.71
20240628133008,183.31
20240628134008,177.85
20240628135008,172.3
20240628140008,166.68
20240628141008,160.96
20240628142008,155.15
20240628143008,149.24
20240628144008,143.22
20240628145008,137.09
20240628150008,130.83
20240628151008,124.44
20240628152008,117.9
20240628153008,111.19
20240628154008,104.29
20240628155008,97.17
20240628160008,89.81
20240628161008,82.17
20240628162008,74.21
20240628163008,65.88
20240628164008,57.14
20240628165008,47.91
20240705090008,199.09
20240705091008,560.03
20240705092008,463.43
20240705093008,383.86
20240705094008,342.05
20240705095008,304.73
20240705100008,273.99
20240705101008,255.67
20240705102008,248.29
20240705103008,247.59
20240705104008,249.28
20240705105008,251.81
20240705110008,253.45
20240705111008,247.89
20240705112008,243.23
20240705113008,239.15
20240705114008,235.33
20240705115008,231.53
20240705120008,227.59
20240705121008,223.43
20240705122008,219.04
20240705123008,214.39
20240705124008,209.54
20240705125008,204.5
20240705130008,199.32
20240705131008,194.05
20240705132008,188.71
20240705133008,183.31
20240705134008,177.85
20240705135008,172.3
20240705140008,166.68
20240705141008,160.96
20240705142008,155.15
20240705143008,149.24
20240705144008,143.22
20240705145008,137.09
20240705150008,130.83
20240705151008,124.44
20240705152008,117.9
20240705153008,111.19
20240705154008,104.29
20240705155008,97.17
20240705160008,89.81
20240705161008,82.17
20240705162008,74.21
20240705163008,65.88
20240705164008,57.14
20240705165008,47.91
20240709090008,167.3
20240709091008,494.68
20240709092008,438.88
20240709093008,374.9
20240709094008,345.03
20240709095008,310.96
20240709100008,280.1
20240709101008,260.16
20240709102008,250.89
20240709103008,248.61
20240709104008,249.42
20240709105008,251.61
20240709110008,253.45
20240709111008,247.89
20240709112008,243.23
20240709113008,239.15
20240709114008,235.33
20240709115008,231.53
20240709120008,227.59
20240709121008,223.43
20240709122008,219.04
20240709123008,214.39
20240709124008,209.54
20240709125008,204.5
20240709130008,199.32
20240709131008,194.05
20240709132008,188.71
20240709133008,183.31
20240709134008,177.85
20240709135008,172.3
20240709140008,166.68
20240709141008,160.96
20240709142008,155.15
20240709143008,149.24
20240709144008,143.22
20240709145008,137.09
20240709150008,130.83
20240709151008,124.44
20240709152008,117.9
20240709153008,111.19
20240709154008,104.29
20240709155008,97.17
20240709160008,89.81
20240709161008,82.17
20240709162008,74.21
20240709163008,65.88
20240709164008,57.14
20240709165008,47.91
20240715090008,201.99
20240715091008,516.75
20240715092008,418.74
20240715093008,353.12
20240715094008,322.6
20240715095008,292.46
20240715100008,267.02
20240715101008,252.49
20240715102008,247.36
20240715103008,247.68
20240715104008,249.72
20240715105008,252.08
20240715110008,253.45
20240715111008,247.89
20240715112008,243.23
20240715113008,239.15
20240715114008,235.33
20240715115008,231.53
20240715120008,227.59
20240715121008,223.43
20240715122008,219.04
20240715123008,214.39
20240715124008,209.54
20240715125008,204.5
20240715130008,199.32
20240715131008,194.05
20240715132008,188.71
20240715133008,183.31
20240715134008,177.85
20240715135008,172.3
20240715140008,166.68
20240715141008,160.96
20240715142008,155.15
20240715143008,149.24
20240715144008,143.22
20240715145008,137.09
20240715150008,130.83
20240715151008,124.44
20240715152008,117.9
20240715153008,111.19
20240715154008,104.29
20240715155008,97.17
20240715160008,89.81
20240715161008,82.17
20240715162008,74.21
20240715163008,65.88
20240715164008,57.14
20240715165008,47.91
20240719090008,206.84
20240719091008,553.18
20240719092008,484.34
20240719093008,405.31
20240719094008,361.2
20240719095008,317.6
20240719100008,280.81
20240719101008,258.51
20240719102008,248.79
20240719103008,246.96
20240719104008,248.5
20240719105008,251.28
20240719110008,253.45
20240719111008,247.89
20240719112008,243.23
20240719113008,239.15
20240719114008,235.33
20240719115008,231.53
20240719120008,227.59
20240719121008,223.43
20240719122008,219.04
20240719123008,214.39
20240719124008,209.54
20240719125008,204.5
20240719130008,199.32
20240719131008,194.05
20240719132008,188.71
20240719133008,183.31
20240719134008,177.85
20240719135008,172.3
20240719140008,166.68
20240719141008,160.96
20240719142008,155.15
20240719143008,149.24
20240719144008,143.22
20240719145008,137.09
20240719150008,130.83
20240719151008,124.44
20240719152008,117.9
20240719153008,111.19
20240719154008,104.29
20240719155008,97.17
20240719160008,89.81
20240719161008,82.17
20240719162008,74.21
20240719163008,65.88
20240719164008,57.14
20240719165008,47.91
20240309090009,99.75
20240309091009,219.58
20240309092009,279.28
20240309093009,240.96
20240309094009,225.2
20240309095009,223.69
20240309100009,225.7
20240309101009,230.31
20240309102009,236.47
20240309103009,242.71
20240309104009,247.35
20240309105009,251.64
20240309110009,253.45
20240309111009,247.89
20240309112009,243.23
20240309113009,239.15
20240309114009,235.33
20240309115009,231.53
20240309120009,227.59
20240309121009,223.43
20240309122009,219.04
20240309123009,214.39
20240309124009,209.54
20240309125009,204.5
20240309130009,199.32
20240309131009,194.05
20240309132009,188.71
20240309133009,183.31
20240309134009,177.85
20240309135009,172.3
20240309140009,166.68
20240309141009,160.96
20240309142009,155.15
20240309143009,149.24
20240309144009,143.22
20240309145009,137.09
20240309150009,130.83
20240309151009,124.44
20240309152009,117.9
20240309153009,111.19
20240309154009,104.29
20240309155009,97.17
20240309160009,89.81
20240309161009,82.17
20240309162009,74.21
20240309163009,65.88
20240309164009,57.14
20240309165009,47.91
20240314090009,0
20240314091009,316.59
20240314092009,296.98
20240314093009,259.87
20240314094009,243.68
20240314095009,238.71
20240314100009,237.18
20240314101009,238.71
20240314102009,242.07
20240314103009,246.07
20240314104009,249.57
20240314105009,252.27
20240314110009,253.45
20240314111009,247.89
20240314112009,243.23
20240314113009,239.15
20240314114009,235.33
20240314115009,231.53
20240314120009,227.59
20240314121009,223.43
20240314122009,219.04
20240314123009,214.39
20240314124009,209.54
20240314125009,204.5
20240314130009,199.32
20240314131009,194.05
20240314132009,188.71
20240314133009,183.31
20240314134009,177.85
20240314135009,172.3
20240314140009,166.68
20240314141009,160.96
20240314142009,155.15
20240314143009,149.24
20240314144009,143.22
20240314145009,137.09
20240314150009,130.83
20240314151009,124.44
20240314152009,117.9
20240314153009,111.19
20240314154009,104.29
20240314155009,97.17
20240314160009,89.81
20240314161009,82.17
20240314162009,74.21
20240314163009,65.88
20240314164009,57.14
20240314165009,47.91
20240414090009,236.73
20240414091009,222.25
20240414092009,253.55
20240414093009,241.23
20240414094009,250.87
20240414095009,251.04
20240414100009,247.25
20240414101009,245.26
20240414102009,246.53
20240414103009,249.22
20240414104009,251.15
20240414105009,252.81
20240414110009,253.45
20240414111009,247.89
20240414112009,243.23
20240414113009,239.15
20240414114009,235.33
20240414115009,231.53
20240414120009,227.59
20240414121009,223.43
20240414122009,219.04
20240414123009,214.39
20240414124009,209.54
20240414125009,204.5
20240414130009,199.32
20240414131009,194.05
20240414132009,188.71
20240414133009,183.31
20240414134009,177.85
20240414135009,172.3
20240414140009,166.68
20240414141009,160.96
20240414142009,155.15
20240414143009,149.24
20240414144009,143.22
20240414145009,137.09
20240414150009,130.83
20240414151009,124.44
20240414152009,117.9
20240414153009,111.19
20240414154009,104.29
20240414155009,97.17
20240414160009,89.81
20240414161009,82.17
20240414162009,74.21
20240414163009,65.88
20240414164009,57.14
20240414165009,47.91
20240506090009,148.4
20240506091009,313.78
20240506092009,287.25
20240506093009,267.12
20240506094009,271.09
20240506095009,264.54
20240506100009,254.23
20240506101009,247.87
20240506102009,246.29
20240506103009,247.81
20240506104009,250.06
20240506105009,252.33
20240506110009,253.45
20240506111009,247.89
20240506112009,243.23
20240506113009,239.15
20240506114009,235.33
20240506115009,231.53
20240506120009,227.59
20240506121009,223.43
20240506122009,219.04
20240506123009,214.39
20240506124009,209.54
20240506125009,204.5
20240506130009,199.32
20240506131009,194.05
20240506132009,188.71
20240506133009,183.31
20240506134009,177.85
20240506135009,172.3
20240506140009,166.68
20240506141009,160.96
20240506142009,155.15
20240506143009,149.24
20240506144009,143.22
20240506145009,137.09
20240506150009,130.83
20240506151009,124.44
20240506152009,117.9
20240506153009,111.19
20240506154009,104.29
20240506155009,97.17
20240506160009,89.81
20240506161009,82.17
20240506162009,74.21
20240506163009,65.88
20240506164009,57.14
20240506165009,47.91
20240526090009,65.58
20240526091009,350.11
20240526092009,261.23
20240526093009,251.9
20240526094009,261.95
20240526095009,261.3
20240526100009,256.69
20240526101009,253.36
20240526102009,252.55
20240526103009,253.06
20240526104009,253.43
20240526105009,253.76
20240526110009,253.45
20240526111009,247.89
20240526112009,243.23
20240526113009,239.15
20240526114009,235.33
20240526115009,231.53
20240526120009,227.59
20240526121009,223.43
20240526122009,219.04
20240526123009,214.39
20240526124009,209.54
20240526125009,204.5
20240526130009,199.32
20240526131009,194.05
20240526132009,188.71
20240526133009,183.31
20240526134009,177.85
20240526135009,172.3
20240526140009,166.68
20240526141009,160.96
20240526142009,155.15
20240526143009,149.24
20240526144009,143.22
20240526145009,137.09
20240526150009,130.83
20240526151009,124.44
20240526152009,117.9
20240526153009,111.19
20240526154009,104.29
20240526155009,97.17
20240526160009,89.81
20240526161009,82.17
20240526162009,74.21
20240526163009,65.88
20240526164009,57.14
20240526165009,47.91
20240614090009,121.82
20240614091009,409.36
20240614092009,361.11
20240614093009,322.33
20240614094009,322.31
20240614095009,305.85
20240614100009,281.9
20240614101009,263.74
20240614102009,254.37
20240614103009,251.56
20240614104009,251.66
20240614105009,252.89
20240614110009,253.45
20240614111009,247.89
20240614112009,243.23
20240614113009,239.15
20240614114009,235.33
20240614115009,231.53
20240614120009,227.59
20240614121009,223.43
20240614122009,219.04
20240614123009,214.39
20240614124009,209.54
20240614125009,204.5
20240614130009,199.32
20240614131009,194.05
20240614132009,188.71
20240614133009,183.31
20240614134009,177.85
20240614135009,172.3
20240614140009,166.68
20240614141009,160.96
20240614142009,155.15
20240614143009,149.24
20240614144009,143.22
20240614145009,137.09
20240614150009,130.83
20240614151009,124.44
20240614152009,117.9
20240614153009,111.19
20240614154009,104.29
20240614155009,97.17
20240614160009,89.81
20240614161009,82.17
20240614162009,74.21
20240614163009,65.88
20240614164009,57.14
20240614165009,47.91
20240621090009,157.48
20240621091009,400.74
20240621092009,366.4
20240621093009,325.82
20240621094009,315.71
20240621095009,294.24
20240621100009,270.98
20240621101009,255.66
20240621102009,249.07
20240621103009,248.21
20240621104009,249.65
20240621105009,251.89
20240621110009,253.45
20240621111009,247.89
20240621112009,243.23
20240621113009,239.15
20240621114009,235.33
20240621115009,231.53
20240621120009,227.59
20240621121009,223.43
20240621122009,219.04
20240621123009,214.39
20240621124009,209.54
20240621125009,204.5
20240621130009,199.32
20240621131009,194.05
20240621132009,188.71
20240621133009,183.31
20240621134009,177.85
20240621135009,172.3
20240621140009,166.68
20240621141009,160.96
20240621142009,155.15
20240621143009,149.24
20240621144009,143.22
20240621145009,137.09
20240621150009,130.83
20240621151009,124.44
20240621152009,117.9
20240621153009,111.19
20240621154009,104.29
20240621155009,97.17
20240621160009,89.81
20240621161009,82.17
20240621162009,74.21
20240621163009,65.88
20240621164009,57.14
20240621165009,47.91
20240628090009,155.98
20240628091009,337.16
20240628092009,330.4
20240628093009,294.19
20240628094009,285.11
20240628095009,268.9
20240628100009,252.73
20240628101009,243.68
20240628102009,241.64
20240628103009,243.76
20240628104009,247.25
20240628105009,250.92
20240628110009,253.45
20240628111009,247.89
20240628112009,243.23
20240628113009,239.15
20240628114009,235.33
20240628115009,231.53
20240628120009,227.59
20240628121009,223.43
20240628122009,219.04
20240628123009,214.39
20240628124009,209.54
20240628125009,204.5
20240628130009,199.32
20240628131009,194.05
20240628132009,188.71
20240628133009,183.31
20240628134009,177.85
20240628135009,172.3
20240628140009,166.68
20240628141009,160.96
20240628142009,155.15
20240628143009,149.24
20240628144009,143.22
20240628145009,137.09
20240628150009,130.83
20240628151009,124.44
20240628152009,117.9
20240628153009,111.19
20240628154009,104.29
20240628155009,97.17
20240628160009,89.81
20240628161009,82.17
20240628162009,74.21
20240628163009,65.88
20240628164009,57.14
20240628165009,47.91
20240717090009,163.37
20240717091009,414.38
20240717092009,408.92
20240717093009,350.49
20240717094009,323.31
20240717095009,292.33
20240717100009,264.52
20240717101009,248.07
20240717102009,242.12
20240717103009,242.78
20240717104009,246.09
20240717105009,250.14
20240717110009,253.45
20240717111009,247.89
20240717112009,243.23
20240717113009,239.15
20240717114009,235.33
20240717115009,231.53
20240717120009,227.59
20240717121009,223.43
20240717122009,219.04
20240717123009,214.39
20240717124009,209.54
20240717125009,204.5
20240717130009,199.32
20240717131009,194.05
20240717132009,188.71
20240717133009,183.31
20240717134009,177.85
20240717135009,172.3
20240717140009,166.68
20240717141009,160.96
20240717142009,155.15
20240717143009,149.24
20240717144009,143.22
20240717145009,137.09
20240717150009,130.83
20240717151009,124.44
20240717152009,117.9
20240717153009,111.19
20240717154009,104.29
20240717155009,97.17
20240717160009,89.81
